rysxai_profession_id,major_code,major_name,major_level,category,subject,domain_group,market_demand_count,market_salary_reference,market_demand_signal_level,market_activity_signal_level,job_posting_sample_count,top_industries,top_regions,top_job_directions,top_job_titles,top_skills,market_evidence_summary,tier1_head_research_work_distribution,tier2_regional_feature_work_distribution,tier3_applied_vocational_work_distribution,tier_comparison_summary,inference_confidence,source_scope_note
11,020107,劳动经济学,本科,经济学,经济学类,财经金融/会计审计,15633,8998,medium,very_high,5,人力资源:17；政策研究:14；劳动咨询:12,广州:13；深圳:12；上海:12,商务助理:5；人事专员:5；商务主管/专员:5,学科老师（经济学）:1；AI工程师（产业经济学建模方向）:1；社科图书编辑（经济学方向）:1,私立学校:2；线下教育:2；坐班:2；小班教学（3-25人）:1；中学生:1,全国需求参考 15633（medium），月薪参考 8998；行业Top：人力资源:17；政策研究:14；劳动咨询:12；岗位方向Top：商务助理:5；人事专员:5；商务主管/专员:5；地区Top：广州:13；深圳:12；上海:12。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：人力资源:17；政策研究:14；劳动咨询:12；常见岗位方向：商务助理:5；人事专员:5；商务主管/专员:5；主要城市/区域：广州:13；深圳:12；上海:12。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：人力资源:17；政策研究:14；劳动咨询:12；常见岗位方向：商务助理:5；人事专员:5；商务主管/专员:5；主要城市/区域：广州:13；深圳:12；上海:12。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：人力资源:17；政策研究:14；劳动咨询:12；常见岗位方向：商务助理:5；人事专员:5；商务主管/专员:5；主要城市/区域：广州:13；深圳:12；上海:12。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
12,020108,经济工程,本科,经济学,经济学类,财经金融/会计审计,219007,8995,very_high,very_high,5,工程造价:15；项目管理:13；成本控制:12,广州:12；深圳:11；上海:11,商务助理:4；人事专员:4；商务主管/专员:4,注册类工程设计师（注册咨询（技术经济））:1；性能集成工程师（动力性、经济性）(J15387):1；Nodejs后端工程师 数字经济研究中心:1,工程设计师（注册咨询（技术经济））:1；性能集成:1；动力性:1；经济性:1；Node.js:1,全国需求参考 219007（very_high），月薪参考 8995；行业Top：工程造价:15；项目管理:13；成本控制:12；岗位方向Top：商务助理:4；人事专员:4；商务主管/专员:4；地区Top：广州:12；深圳:11；上海:11。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：工程造价:15；项目管理:13；成本控制:12；常见岗位方向：商务助理:4；人事专员:4；商务主管/专员:4；主要城市/区域：广州:12；深圳:11；上海:11。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：工程造价:15；项目管理:13；成本控制:12；常见岗位方向：商务助理:4；人事专员:4；商务主管/专员:4；主要城市/区域：广州:12；深圳:11；上海:11。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：工程造价:15；项目管理:13；成本控制:12；常见岗位方向：商务助理:4；人事专员:4；商务主管/专员:4；主要城市/区域：广州:12；深圳:11；上海:11。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
13,020109,数字经济,本科,经济学,经济学类,财经金融/会计审计,219007,8995,very_high,limited,1,数据分析师:15；数字营销:13；电商运营:12,深圳:13；上海:12；广州:12,人事专员:4；商务助理:4；商务主管/专员:4,外勤会计:1,,全国需求参考 219007（very_high），月薪参考 8995；行业Top：数据分析师:15；数字营销:13；电商运营:12；岗位方向Top：人事专员:4；商务助理:4；商务主管/专员:4；地区Top：深圳:13；上海:12；广州:12。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：数据分析师:15；数字营销:13；电商运营:12；常见岗位方向：人事专员:4；商务助理:4；商务主管/专员:4；主要城市/区域：深圳:13；上海:12；广州:12。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：数据分析师:15；数字营销:13；电商运营:12；常见岗位方向：人事专员:4；商务助理:4；商务主管/专员:4；主要城市/区域：深圳:13；上海:12；广州:12。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：数据分析师:15；数字营销:13；电商运营:12；常见岗位方向：人事专员:4；商务助理:4；商务主管/专员:4；主要城市/区域：深圳:13；上海:12；广州:12。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
14,020201,财政学,本科,经济学,财政学类,财经金融/会计审计,547,7378,limited,very_high,5,房地产:12.18；金融投资:10.04；会计审计:4.88,北京市:12.4；上海市:8.7；华中地区:5.5,财务/审计/税务:54.5；销售业务:8.5；行政/后勤/文秘:3.5,海外税务经理:1；会计:1；法务专员/助理:1,注册税务师:1；CPA:1；四大:1；制造业:1；税务筹划:1,全国需求参考 547（limited），月薪参考 7378；行业Top：房地产:12.18；金融投资:10.04；会计审计:4.88；岗位方向Top：财务/审计/税务:54.5；销售业务:8.5；行政/后勤/文秘:3.5；地区Top：北京市:12.4；上海市:8.7；华中地区:5.5。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：房地产:12.18；金融投资:10.04；会计审计:4.88；常见岗位方向：财务/审计/税务:54.5；销售业务:8.5；行政/后勤/文秘:3.5；主要城市/区域：北京市:12.4；上海市:8.7；华中地区:5.5。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：房地产:12.18；金融投资:10.04；会计审计:4.88；常见岗位方向：财务/审计/税务:54.5；销售业务:8.5；行政/后勤/文秘:3.5；主要城市/区域：北京市:12.4；上海市:8.7；华中地区:5.5。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：房地产:12.18；金融投资:10.04；会计审计:4.88；常见岗位方向：财务/审计/税务:54.5；销售业务:8.5；行政/后勤/文秘:3.5；主要城市/区域：北京市:12.4；上海市:8.7；华中地区:5.5。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
15,020202,税收学,本科,经济学,财政学类,财经金融/会计审计,30658,8316,medium,limited,1,金融投资:11.08；房地产:10.62；咨询服务:6.19,北京市:11.1；上海市:10.5；华东地区:9.9,财务/审计/税务:61.1；销售业务:4.6；银行人员:3.4,海外税务管培生:1,税务筹划:1；大数据:1；人工智能:1；互联网:1；电商:1,全国需求参考 30658（medium），月薪参考 8316；行业Top：金融投资:11.08；房地产:10.62；咨询服务:6.19；岗位方向Top：财务/审计/税务:61.1；销售业务:4.6；银行人员:3.4；地区Top：北京市:11.1；上海市:10.5；华东地区:9.9。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：金融投资:11.08；房地产:10.62；咨询服务:6.19；常见岗位方向：财务/审计/税务:61.1；销售业务:4.6；银行人员:3.4；主要城市/区域：北京市:11.1；上海市:10.5；华东地区:9.9。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：金融投资:11.08；房地产:10.62；咨询服务:6.19；常见岗位方向：财务/审计/税务:61.1；销售业务:4.6；银行人员:3.4；主要城市/区域：北京市:11.1；上海市:10.5；华东地区:9.9。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：金融投资:11.08；房地产:10.62；咨询服务:6.19；常见岗位方向：财务/审计/税务:61.1；销售业务:4.6；银行人员:3.4；主要城市/区域：北京市:11.1；上海市:10.5；华东地区:9.9。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
16,020301,金融学,本科,经济学,金融学类,财经金融/会计审计,41572,9383,medium,very_high,5,金融投资:35.6；房地产:7.58；教育培训:5.14,上海市:15.4；北京市:12.4；华东地区:7.3,财务/审计/税务:17.3；销售业务:11.7；银行人员:7.3,分公司负责人:1；财务总监:1；管培生:1,金融:1；市级:1；0-30人:1；市场经营:1；业务推动:1,全国需求参考 41572（medium），月薪参考 9383；行业Top：金融投资:35.6；房地产:7.58；教育培训:5.14；岗位方向Top：财务/审计/税务:17.3；销售业务:11.7；银行人员:7.3；地区Top：上海市:15.4；北京市:12.4；华东地区:7.3。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：金融投资:35.6；房地产:7.58；教育培训:5.14；常见岗位方向：财务/审计/税务:17.3；销售业务:11.7；银行人员:7.3；主要城市/区域：上海市:15.4；北京市:12.4；华东地区:7.3。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：金融投资:35.6；房地产:7.58；教育培训:5.14；常见岗位方向：财务/审计/税务:17.3；销售业务:11.7；银行人员:7.3；主要城市/区域：上海市:15.4；北京市:12.4；华东地区:7.3。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：金融投资:35.6；房地产:7.58；教育培训:5.14；常见岗位方向：财务/审计/税务:17.3；销售业务:11.7；银行人员:7.3；主要城市/区域：上海市:15.4；北京市:12.4；华东地区:7.3。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
17,020302,金融工程,本科,经济学,金融学类,财经金融/会计审计,343910,9307,very_high,very_high,5,金融投资:48.34；房地产:5.94；教育培训:5.09,北京市:17.9；上海市:16.1；华东地区:7.1,销售业务:11.8；财务/审计/税务:10.2；金融分析/研究:9.8,金融软件开发工程师:1；金融银行测试工程师:1；测试工程师-金融经验优先:1,Python:3；功能测试:3；MySQL:2；Django:1；Numpy:1,全国需求参考 343910（very_high），月薪参考 9307；行业Top：金融投资:48.34；房地产:5.94；教育培训:5.09；岗位方向Top：销售业务:11.8；财务/审计/税务:10.2；金融分析/研究:9.8；地区Top：北京市:17.9；上海市:16.1；华东地区:7.1。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：金融投资:48.34；房地产:5.94；教育培训:5.09；常见岗位方向：销售业务:11.8；财务/审计/税务:10.2；金融分析/研究:9.8；主要城市/区域：北京市:17.9；上海市:16.1；华东地区:7.1。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：金融投资:48.34；房地产:5.94；教育培训:5.09；常见岗位方向：销售业务:11.8；财务/审计/税务:10.2；金融分析/研究:9.8；主要城市/区域：北京市:17.9；上海市:16.1；华东地区:7.1。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：金融投资:48.34；房地产:5.94；教育培训:5.09；常见岗位方向：销售业务:11.8；财务/审计/税务:10.2；金融分析/研究:9.8；主要城市/区域：北京市:17.9；上海市:16.1；华东地区:7.1。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
18,020303,保险学,本科,经济学,金融学类,财经金融/会计审计,16128,8955,medium,limited,2,保险:48.12；金融投资:19.5；房地产:3.14,北京市:16.1；上海市:13.9；西南地区:8.5,保险人员:17.2；销售业务:11.9；财务/审计/税务:8.9,产品经理:1；财产公司商务/产品经理:1,产品经理:1；用户研究:1；产品设计师:1；渠道/机构客户开发（销售方向）:1；品牌合作（商务方向）:1,全国需求参考 16128（medium），月薪参考 8955；行业Top：保险:48.12；金融投资:19.5；房地产:3.14；岗位方向Top：保险人员:17.2；销售业务:11.9；财务/审计/税务:8.9；地区Top：北京市:16.1；上海市:13.9；西南地区:8.5。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：保险:48.12；金融投资:19.5；房地产:3.14；常见岗位方向：保险人员:17.2；销售业务:11.9；财务/审计/税务:8.9；主要城市/区域：北京市:16.1；上海市:13.9；西南地区:8.5。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：保险:48.12；金融投资:19.5；房地产:3.14；常见岗位方向：保险人员:17.2；销售业务:11.9；财务/审计/税务:8.9；主要城市/区域：北京市:16.1；上海市:13.9；西南地区:8.5。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：保险:48.12；金融投资:19.5；房地产:3.14；常见岗位方向：保险人员:17.2；销售业务:11.9；财务/审计/税务:8.9；主要城市/区域：北京市:16.1；上海市:13.9；西南地区:8.5。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
19,020304,投资学,本科,经济学,金融学类,财经金融/会计审计,19096,13437,medium,limited,5,金融投资:34.27；房地产:10.94；咨询服务:4.65,上海市:14.1；北京市:10.1；广州市:9.9,财务/审计/税务:11.8；销售业务:10.8；高级管理:6.2,融资专员:1；咨询工程师助理:1；总经理助理:1,管理咨询:2；交付团队:2；公司内部:2；政府及公共服务:2；数据分析能力:2,全国需求参考 19096（medium），月薪参考 13437；行业Top：金融投资:34.27；房地产:10.94；咨询服务:4.65；岗位方向Top：财务/审计/税务:11.8；销售业务:10.8；高级管理:6.2；地区Top：上海市:14.1；北京市:10.1；广州市:9.9。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：金融投资:34.27；房地产:10.94；咨询服务:4.65；常见岗位方向：财务/审计/税务:11.8；销售业务:10.8；高级管理:6.2；主要城市/区域：上海市:14.1；北京市:10.1；广州市:9.9。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：金融投资:34.27；房地产:10.94；咨询服务:4.65；常见岗位方向：财务/审计/税务:11.8；销售业务:10.8；高级管理:6.2；主要城市/区域：上海市:14.1；北京市:10.1；广州市:9.9。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：金融投资:34.27；房地产:10.94；咨询服务:4.65；常见岗位方向：财务/审计/税务:11.8；销售业务:10.8；高级管理:6.2；主要城市/区域：上海市:14.1；北京市:10.1；广州市:9.9。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
20,020305,金融数学,本科,经济学,金融学类,财经金融/会计审计,322486,9386,very_high,very_high,5,金融投资:34.88；教育培训:9.43；咨询服务:9.11,上海市:15.3；广州市:12.7；北京市:11.7,销售业务:11.4；财务/审计/税务:10；银行人员:7.5,数据分析师（金融贷后经验）:1；数据特征工程师（金融投资方向）:1；金融风险管理咨询-顾问/高级顾问:1,SQL:2；数学/统计相关专业:1；金融行业数据相关经验:1；绩效:1；分案:1,全国需求参考 322486（very_high），月薪参考 9386；行业Top：金融投资:34.88；教育培训:9.43；咨询服务:9.11；岗位方向Top：销售业务:11.4；财务/审计/税务:10；银行人员:7.5；地区Top：上海市:15.3；广州市:12.7；北京市:11.7。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：金融投资:34.88；教育培训:9.43；咨询服务:9.11；常见岗位方向：销售业务:11.4；财务/审计/税务:10；银行人员:7.5；主要城市/区域：上海市:15.3；广州市:12.7；北京市:11.7。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：金融投资:34.88；教育培训:9.43；咨询服务:9.11；常见岗位方向：销售业务:11.4；财务/审计/税务:10；银行人员:7.5；主要城市/区域：上海市:15.3；广州市:12.7；北京市:11.7。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：金融投资:34.88；教育培训:9.43；咨询服务:9.11；常见岗位方向：销售业务:11.4；财务/审计/税务:10；银行人员:7.5；主要城市/区域：上海市:15.3；广州市:12.7；北京市:11.7。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
22,020307,经济与金融,本科,经济学,金融学类,财经金融/会计审计,327268,9111,very_high,very_high,5,金融投资:22.06；房地产:10.61；会计审计:5.01,北京市:9.5；上海市:8.5；西南地区:7.1,财务/审计/税务:28；销售业务:13.9；行政/后勤/文秘:4.4,专业技术支持:1；金融经济讲师:1；社会经济咨询:1,金融:2；精算师:1；经济:1；数理:1；精算:1,全国需求参考 327268（very_high），月薪参考 9111；行业Top：金融投资:22.06；房地产:10.61；会计审计:5.01；岗位方向Top：财务/审计/税务:28；销售业务:13.9；行政/后勤/文秘:4.4；地区Top：北京市:9.5；上海市:8.5；西南地区:7.1。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：金融投资:22.06；房地产:10.61；会计审计:5.01；常见岗位方向：财务/审计/税务:28；销售业务:13.9；行政/后勤/文秘:4.4；主要城市/区域：北京市:9.5；上海市:8.5；西南地区:7.1。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：金融投资:22.06；房地产:10.61；会计审计:5.01；常见岗位方向：财务/审计/税务:28；销售业务:13.9；行政/后勤/文秘:4.4；主要城市/区域：北京市:9.5；上海市:8.5；西南地区:7.1。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：金融投资:22.06；房地产:10.61；会计审计:5.01；常见岗位方向：财务/审计/税务:28；销售业务:13.9；行政/后勤/文秘:4.4；主要城市/区域：北京市:9.5；上海市:8.5；西南地区:7.1。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
23,020308,精算学,本科,经济学,金融学类,财经金融/会计审计,346,10299,limited,limited,0,寿险精算:16；非寿险精算:15；精算咨询:14,广州:12；上海:12；深圳:10,销售代表:4；审计经理/主管:3；审计专员/助理:3,,,全国需求参考 346（limited），月薪参考 10299；行业Top：寿险精算:16；非寿险精算:15；精算咨询:14；岗位方向Top：销售代表:4；审计经理/主管:3；审计专员/助理:3；地区Top：广州:12；上海:12；深圳:10。,更偏金融机构总部、四大/头部审计咨询、投研风控、管培和复合型数据财务岗位。 结合市场样本，主要对接行业：寿险精算:16；非寿险精算:15；精算咨询:14；常见岗位方向：销售代表:4；审计经理/主管:3；审计专员/助理:3；主要城市/区域：广州:12；上海:12；深圳:10。,更偏区域银行、企业财务、事务所、税务、审计、经营分析和财务管理岗位。 结合市场样本，主要对接行业：寿险精算:16；非寿险精算:15；精算咨询:14；常见岗位方向：销售代表:4；审计经理/主管:3；审计专员/助理:3；主要城市/区域：广州:12；上海:12；深圳:10。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏出纳、会计助理、门店财务、税务助理、销售支持和基础运营结算岗位。 结合市场样本，主要对接行业：寿险精算:16；非寿险精算:15；精算咨询:14；常见岗位方向：销售代表:4；审计经理/主管:3；审计专员/助理:3；主要城市/区域：广州:12；上海:12；深圳:10。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
